Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
E2E Page_Mad Irish Hacking Academy,Chrome 79.0.3945.88,,,2019-12-19 12:27:00,2019-12-19 12:27:46,45.749s,PASSED
,,,,,,,
Test Cases/Test 1 - Landing Page Verification,Chrome 79.0.3945.88,,,2019-12-19 12:27:01,2019-12-19 12:27:13,11.842s,PASSED
"openBrowser(""http://192.168.56.101/"")",Chrome 79.0.3945.88,,,2019-12-19 12:27:01,2019-12-19 12:27:04,3.251s,PASSED
"click(findTestObject(""Top Bar on every page/a_Mad Irish Hacking Academy""))",Chrome 79.0.3945.88,,,2019-12-19 12:27:04,2019-12-19 12:27:05,0.713s,PASSED
"callTestCase(findTestCase(""Initial Checks on every page""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,,,2019-12-19 12:27:05,2019-12-19 12:27:09,4.157s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_Learn more""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:09,2019-12-19 12:27:10,0.293s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Live Training""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:10,2019-12-19 12:27:10,0.269s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/p_Browse our catalog of upcoming courses an_5f7925""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:10,2019-12-19 12:27:10,0.398s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Live_Training""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:10,2019-12-19 12:27:11,0.425s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Reading Room""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:11,2019-12-19 12:27:11,0.371s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/p_Look through our extensive collection of _48c044""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:11,2019-12-19 12:27:11,0.269s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Reading_Room""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:11,2019-12-19 12:27:12,0.378s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Newsletter""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:12,2019-12-19 12:27:12,0.486s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Newsletter""), 0)",Chrome 79.0.3945.88,,,2019-12-19 12:27:12,2019-12-19 12:27:12,0.388s,PASSED
closeBrowser(),Chrome 79.0.3945.88,,,2019-12-19 12:27:12,2019-12-19 12:27:13,0.119s,PASSED
,,,,,,,
