Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
E2E Page_Mad Irish Hacking Academy,Chrome 79.0.3945.88,,,2019-12-19 11:51:51,2019-12-19 11:52:30,38.900s,PASSED
,,,,,,,
Test Cases/Test 1 - Landing Page Verification,Chrome 79.0.3945.88,,,2019-12-19 11:51:51,2019-12-19 11:52:03,12.095s,PASSED
"callTestCase(findTestCase(""Initial Checks on every page""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,,,2019-12-19 11:51:52,2019-12-19 11:52:01,8.810s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Live Training""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:01,2019-12-19 11:52:01,0.386s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/p_Browse our catalog of upcoming courses an_5f7925""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:01,2019-12-19 11:52:01,0.316s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Live_Training""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:01,2019-12-19 11:52:02,0.388s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Reading Room""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:02,2019-12-19 11:52:02,0.282s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/p_Look through our extensive collection of _48c044""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:02,2019-12-19 11:52:02,0.389s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Reading_Room""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:02,2019-12-19 11:52:03,0.276s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/h2_Newsletter""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:03,2019-12-19 11:52:03,0.369s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Landing Page/a_View details_Newsletter""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:03,2019-12-19 11:52:03,0.432s,PASSED
closeBrowser(),Chrome 79.0.3945.88,,,2019-12-19 11:52:03,2019-12-19 11:52:03,0.122s,PASSED
,,,,,,,
Test Cases/Test 2 - About Page Verification,Chrome 79.0.3945.88,,,2019-12-19 11:52:03,2019-12-19 11:52:12,8.601s,PASSED
"callTestCase(findTestCase(""Initial Checks on every page""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,,,2019-12-19 11:52:04,2019-12-19 11:52:11,7.142s,PASSED
"click(findTestObject(""Top Bar on every page/a_About""))",Chrome 79.0.3945.88,,,2019-12-19 11:52:11,2019-12-19 11:52:11,0.504s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy About Page/h1_Mad Irish Hacking Academy""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:11,2019-12-19 11:52:12,0.373s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy About Page/p_Learn the critical technical skills neces_924597""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:12,2019-12-19 11:52:12,0.294s,PASSED
closeBrowser(),Chrome 79.0.3945.88,,,2019-12-19 11:52:12,2019-12-19 11:52:12,0.104s,PASSED
,,,,,,,
Test Cases/Test 3 - Contact Page Verification,Chrome 79.0.3945.88,,,2019-12-19 11:52:12,2019-12-19 11:52:21,9.011s,PASSED
"callTestCase(findTestCase(""Initial Checks on every page""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,,,2019-12-19 11:52:12,2019-12-19 11:52:19,6.416s,PASSED
"click(findTestObject(""Top Bar on every page/a_Contact""))",Chrome 79.0.3945.88,,,2019-12-19 11:52:19,2019-12-19 11:52:19,0.509s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Contact Page/h1_Contact""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:19,2019-12-19 11:52:20,0.315s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Contact Page/Contact Page content""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:20,2019-12-19 11:52:20,0.364s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Contact Page/input_Your name_name""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:20,2019-12-19 11:52:20,0.270s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Contact Page/input_Your email_email""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:20,2019-12-19 11:52:21,0.409s,PASSED
"verifyElementPresent(findTestObject(""Page_Mad Irish Hacking Academy Contact Page/textarea_Your message_body""), 0)",Chrome 79.0.3945.88,,,2019-12-19 11:52:21,2019-12-19 11:52:21,0.362s,PASSED
closeBrowser(),Chrome 79.0.3945.88,,,2019-12-19 11:52:21,2019-12-19 11:52:21,0.153s,PASSED
,,,,,,,
Test Cases/Test 4 - Trainings Page Verification,Chrome 79.0.3945.88,,,2019-12-19 11:52:21,2019-12-19 11:52:30,8.851s,PASSED
"callTestCase(findTestCase(""Initial Checks on every page""), [:], STOP_ON_FAILURE)",Chrome 79.0.3945.88,,,2019-12-19 11:52:21,2019-12-19 11:52:28,6.685s,PASSED
